0.000000,0.672341,0.603027,0.438730,0.097011,0.478664,0.667854,0.574089,0.301702,-0.112460,0.599124,0.619436,0.665086,0.559476,0.441467,-0.148063,0.593530,0.636917,0.702460,0.748402,0.149725,0.311602,0.562123,0.563292,0.368791,0.003734,0.274494,0.019343,0.461850,0.461870,0.507885,0.507651,0.649453,0.630925,0.420115,0.467553,0.055564,0.065023,0.493686,0.096605,0.256991,0.534224,0.508467,0.552501,0.713849,0.670747,0.570697,0.559574,0.590933,0.470555,0.602315,0.455943,0.564396,0.058574,0.580717,0.275760,0.797977,0.713437,0.698881,0.689307,0.640833,0.336972,0.714339,0.536527,0.634446,0.587890,0.709075,0.696014,0.714803,0.622102,0.355017,0.181693,0.172640,0.404330,0.469125,0.251586,0.321068,0.258164,0.407731,0.091721,0.581674,0.160895,0.276231,-0.046376,0.529817,0.010825,0.539132,-0.203768,0.458845,-0.110984,0.437176,0.330070,0.480861,0.366898,0.020201,0.130170,0.465948,0.047995,0.311702,0.278470,0.391310,0.142309,0.474565,-0.143962,0.393194,-0.058216,0.289440,-0.325339,-0.079988,0.412436,0.320576,0.313486,0.207829,0.266724,0.157212,0.029178
0.672341,0.000000,0.656133,0.289518,-0.121080,0.562449,0.615053,0.723388,0.030610,-0.279154,0.451841,0.673242,0.441048,0.682437,0.301413,-0.385808,0.354857,0.737392,0.623248,0.779260,0.119846,0.406865,0.463442,0.618616,0.137696,-0.209240,0.264124,-0.097624,0.303450,0.649659,0.463720,0.563991,0.559466,0.651398,0.284619,0.344464,-0.097602,-0.085855,0.526573,-0.112968,-0.002030,0.639243,0.416296,0.451033,0.638095,0.597840,0.440400,0.399439,0.621162,0.423754,0.614518,0.295315,0.689100,-0.286153,0.700663,-0.013527,0.713563,0.810991,0.669669,0.661189,0.697348,0.289002,0.682245,0.663433,0.555122,0.660675,0.580240,0.576484,0.537528,0.429215,0.453665,0.190472,-0.044270,0.515526,0.508725,0.037990,0.367022,0.157767,0.544847,-0.145413,0.696329,-0.071825,0.164475,-0.132775,0.688142,-0.294657,0.604893,-0.440502,0.661913,-0.385367,0.515031,0.209102,0.505946,0.337084,-0.062322,0.063856,0.519049,-0.205953,0.237419,0.208465,0.446309,-0.029918,0.578835,-0.384968,0.498024,-0.249439,0.453881,-0.564107,-0.017916,0.284536,0.191514,0.404442,0.157807,0.115450,0.040081,-0.039379
0.603027,0.656133,0.000000,0.345872,-0.003677,0.551920,0.773510,0.693703,0.133908,-0.366036,0.511741,0.663255,0.578259,0.685515,0.355580,-0.444224,0.248216,0.609131,0.573797,0.696437,0.221910,0.470526,0.690954,0.767004,0.311105,-0.186428,0.281566,-0.152036,0.214254,0.697658,0.615671,0.712640,0.547506,0.616598,0.508942,0.424253,-0.112049,-0.109820,0.573390,-0.190074,0.010489,0.690672,0.423311,0.449246,0.562780,0.471798,0.439465,0.359440,0.628362,0.426210,0.644125,0.211423,0.708017,-0.313630,0.721638,-0.112347,0.556663,0.648941,0.721618,0.528516,0.772347,0.262264,0.638417,0.569462,0.708473,0.648459,0.598453,0.529666,0.352353,0.215466,0.626412,0.399309,0.208623,0.683174,0.649064,0.189223,0.532902,0.323499,0.565566,-0.164365,0.703733,-0.201478,0.265778,-0.069437,0.716071,-0.392402,0.646957,-0.481093,0.704398,-0.467403,0.624705,0.280562,0.646610,0.406140,0.007334,0.139533,0.555052,-0.241372,0.272271,0.222681,0.479846,-0.111752,0.584104,-0.434731,0.595059,-0.221167,0.558550,-0.583746,0.078212,0.300721,0.247842,0.445953,0.167664,0.149173,0.126473,-0.018831
0.438730,0.289518,0.345872,0.000000,0.281849,0.258718,0.460721,0.386240,0.506504,0.385888,0.243328,0.460022,0.524653,0.353539,0.447217,0.355464,0.489554,0.365647,0.605014,0.389946,0.145918,0.174838,0.525934,0.373768,0.580414,0.413656,0.121081,0.150126,0.549277,0.115767,0.510996,0.437420,0.572622,0.450768,0.390988,0.428038,0.456682,0.464923,0.386918,0.538164,0.469291,0.280331,0.322456,0.369862,0.417049,0.453270,0.405501,0.438680,0.262189,0.383220,0.199507,0.441984,0.088295,0.339601,0.125806,0.558861,0.367665,0.331841,0.325936,0.435409,0.228988,0.631638,0.365457,0.435899,0.346179,0.388950,0.464402,0.526086,0.476996,0.493525,0.333320,0.437390,0.481622,0.174127,0.162623,0.358848,0.258570,0.402961,0.069491,0.483288,0.139625,0.515394,0.282012,0.253560,0.047055,0.409706,0.097127,0.333816,-0.000771,0.359430,0.247891,0.350944,0.194051,0.176830,0.165955,0.225535,0.330320,0.498625,0.501063,0.577332,0.242422,0.246185,0.247873,0.380777,0.181942,0.343277,-0.069407,0.175601,0.135630,0.491456,0.551271,0.331456,0.482590,0.518863,0.314317,0.214337
0.097011,-0.121080,-0.003677,0.281849,0.000000,0.010686,0.055249,-0.041792,0.503425,0.188047,0.066056,0.049879,0.162380,-0.044730,0.196070,0.244636,0.255061,-0.018188,0.085086,-0.029203,0.201955,-0.084195,0.166188,0.016147,0.426913,0.363910,-0.004073,0.192839,0.301945,-0.020330,0.326374,0.176023,0.181804,0.087159,0.213189,0.207951,0.151310,0.281409,0.047082,0.374448,0.200705,-0.088232,0.135018,0.145954,0.089113,0.120413,0.121595,0.163016,0.018483,0.137016,-0.005698,0.208112,-0.112568,0.266294,-0.065857,0.300670,-0.001484,-0.051980,0.033860,0.078008,-0.034055,0.215444,0.069527,0.049658,0.097649,0.067049,0.127438,0.168900,0.071041,0.104432,0.152935,0.182175,0.335126,0.010140,0.169950,0.398542,0.098845,0.245067,0.021246,0.289988,-0.072751,0.320733,0.161941,0.050992,-0.122464,0.314897,0.077219,0.299044,-0.144193,0.307109,0.090247,0.161622,0.082202,0.063003,0.099633,0.185064,0.119234,0.426775,0.323926,0.299360,0.096528,0.178724,0.093379,0.307350,0.018692,0.276406,-0.055882,0.212361,0.320177,0.251117,0.288786,0.115552,0.256124,0.345273,0.321533,0.336231
0.478664,0.562449,0.551920,0.258718,0.010686,0.000000,0.554957,0.624019,0.115061,-0.121069,0.421703,0.592843,0.420636,0.601829,0.315236,-0.270173,0.238369,0.556047,0.472503,0.579484,0.009805,0.453435,0.466702,0.569303,0.255238,0.009330,0.418028,0.083129,0.229681,0.574467,0.515645,0.563738,0.475487,0.578176,0.279427,0.292659,-0.130245,-0.149319,0.392984,-0.099958,-0.060399,0.536646,0.389348,0.402135,0.495119,0.436493,0.363567,0.280242,0.566555,0.411736,0.549407,0.273198,0.561867,-0.240571,0.564787,-0.031785,0.472989,0.552529,0.555863,0.504643,0.581019,0.310299,0.545897,0.564760,0.525797,0.585791,0.454535,0.448550,0.308139,0.236192,0.466349,0.266248,0.082955,0.527352,0.571710,0.185741,0.434769,0.290320,0.443028,-0.138288,0.611628,-0.071835,0.102577,-0.165892,0.574701,-0.248333,0.530407,-0.361713,0.549424,-0.334226,0.527189,0.175102,0.506282,0.277376,-0.204690,-0.044533,0.458896,-0.105275,0.277808,0.245570,0.454137,-0.034939,0.545557,-0.303952,0.578627,-0.126997,0.444683,-0.441521,0.041490,0.357162,0.232486,0.423107,0.175664,0.182352,0.044998,-0.036033
0.667854,0.615053,0.773510,0.460721,0.055249,0.554957,0.000000,0.689946,0.297516,-0.255701,0.592477,0.673639,0.692637,0.657914,0.437206,-0.302138,0.398726,0.614679,0.649456,0.705628,0.175207,0.429362,0.731564,0.734009,0.378604,-0.110711,0.272392,-0.111259,0.328156,0.610226,0.636270,0.677310,0.619711,0.646292,0.522709,0.467778,-0.031722,-0.038722,0.526147,-0.083770,0.108538,0.635467,0.499479,0.521604,0.612685,0.533795,0.526744,0.461461,0.638077,0.495224,0.642446,0.338736,0.645152,-0.125406,0.650344,0.049229,0.602765,0.620669,0.731074,0.586226,0.730422,0.339536,0.673191,0.573022,0.720224,0.635342,0.652220,0.577976,0.452249,0.337252,0.592772,0.416394,0.299290,0.627456,0.614790,0.277132,0.524456,0.396541,0.517940,-0.037430,0.652500,-0.050030,0.304356,-0.032164,0.633621,-0.217645,0.603790,-0.359115,0.598318,-0.308228,0.619799,0.392247,0.640216,0.448671,0.005497,0.133469,0.530946,-0.103122,0.365845,0.304309,0.497935,0.030466,0.560651,-0.287588,0.560873,-0.112886,0.464637,-0.461485,0.024272,0.358857,0.335415,0.466948,0.255632,0.250129,0.159062,0.016534
0.574089,0.723388,0.693703,0.386240,-0.041792,0.624019,0.689946,0.000000,0.072429,-0.260520,0.454887,0.771143,0.479874,0.787735,0.328547,-0.361897,0.306577,0.707759,0.598958,0.709054,0.162373,0.487118,0.551549,0.725083,0.206048,-0.134838,0.240237,-0.122606,0.294720,0.687699,0.589049,0.689717,0.601158,0.711293,0.370325,0.434061,-0.074187,-0.073408,0.559765,-0.122086,0.002100,0.705020,0.516470,0.511604,0.608054,0.538139,0.527976,0.453623,0.700752,0.548742,0.694163,0.392995,0.713680,-0.232593,0.726337,-0.000249,0.560482,0.701386,0.700141,0.682787,0.713232,0.441306,0.673164,0.736925,0.610783,0.727198,0.591919,0.563648,0.386072,0.269224,0.617346,0.400593,0.179109,0.668379,0.602962,0.148208,0.517958,0.337875,0.594121,-0.100849,0.719752,-0.059644,0.255090,-0.039963,0.704550,-0.275887,0.626468,-0.422380,0.684218,-0.365568,0.696115,0.355820,0.651327,0.429463,-0.020224,0.086838,0.576171,-0.165298,0.421564,0.353734,0.566308,0.022060,0.645625,-0.339072,0.590808,-0.211419,0.503055,-0.547911,0.041678,0.304460,0.344762,0.595269,0.312346,0.260488,0.177638,-0.007963
0.301702,0.030610,0.133908,0.506504,0.503425,0.115061,0.297516,0.072429,0.000000,0.313644,0.187680,0.121918,0.434721,0.018167,0.404848,0.313748,0.382544,0.087164,0.289099,0.155420,0.094383,-0.039615,0.351498,0.074630,0.464928,0.301212,0.100814,0.181577,0.347637,-0.059825,0.300705,0.169249,0.285808,0.152133,0.238117,0.184727,0.212205,0.305960,0.054610,0.379686,0.304162,-0.028829,0.106771,0.138111,0.191066,0.211481,0.148564,0.195327,0.022086,0.118183,0.025105,0.240778,-0.076171,0.357173,-0.055656,0.378054,0.220170,0.099706,0.120744,0.191426,0.063963,0.274274,0.172649,0.094346,0.188593,0.109716,0.219339,0.241201,0.317184,0.335793,0.148551,0.200976,0.343403,-0.012703,0.103422,0.373002,0.040558,0.218454,-0.060576,0.301910,-0.057659,0.379545,0.177228,0.090875,-0.096097,0.393749,0.024260,0.299658,-0.151824,0.342989,0.052971,0.193162,0.091178,0.072638,0.059032,0.142304,0.092573,0.406991,0.276126,0.275723,0.050908,0.200814,0.046880,0.316546,0.003208,0.331305,-0.104038,0.225128,0.196041,0.329954,0.271219,0.051826,0.201725,0.276329,0.169539,0.290861
-0.112460,-0.279154,-0.366036,0.385888,0.188047,-0.121069,-0.255701,-0.260520,0.313644,0.000000,-0.210681,-0.120456,0.022523,-0.204561,0.262224,0.767356,0.177065,-0.158947,0.028314,-0.231430,-0.013420,-0.170708,-0.117366,-0.294363,0.357823,0.674932,0.096694,0.441060,0.261371,-0.479959,-0.065741,-0.210903,0.010124,-0.140128,-0.042243,-0.006820,0.548373,0.519674,-0.066864,0.630184,0.453756,-0.280942,-0.065945,-0.040332,-0.088533,0.000085,-0.010386,0.078050,-0.306885,-0.050252,-0.357988,0.176937,-0.500881,0.545415,-0.469864,0.581401,-0.118525,-0.231880,-0.316536,-0.091199,-0.449193,0.306181,-0.230322,-0.097338,-0.293084,-0.249330,-0.078818,-0.006538,0.163199,0.280572,-0.279232,0.072745,0.235141,-0.413294,-0.357073,0.192150,-0.202219,0.073871,-0.432861,0.577914,-0.440084,0.641281,0.074637,0.244625,-0.527660,0.681092,-0.424847,0.702442,-0.559489,0.688511,-0.330610,0.007728,-0.426818,-0.268615,0.116135,0.027900,-0.199466,0.639126,0.134080,0.309963,-0.209886,0.234434,-0.295936,0.657562,-0.342166,0.410411,-0.570512,0.636805,0.059080,0.245004,0.271083,-0.137242,0.195851,0.289042,0.086696,0.088518
